package,exact_locked_version,role,source,license_spdx,redistribution_note,native_runtime_concerns
react-remove-scroll-bar,2.3.8,transitive,https://registry.npmjs.org/react-remove-scroll-bar/-/react-remove-scroll-bar-2.3.8.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
react-style-singleton,2.2.3,transitive,https://registry.npmjs.org/react-style-singleton/-/react-style-singleton-2.2.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
read-binary-file-arch,1.0.6,transitive,https://registry.npmjs.org/read-binary-file-arch/-/read-binary-file-arch-1.0.6.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
readable-stream,2.3.8,transitive,https://registry.npmjs.org/readable-stream/-/readable-stream-2.3.8.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
requests,2.34.2,transitive,https://files.pythonhosted.org/packages/a0/f4/c67b0b3f1b9245e8d266f0f112c500d50e5b4e83cb6f3b71b6528104182a/requests-2.34.2-py3-none-any.whl,Apache-2.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
require-directory,2.1.1,transitive,https://registry.npmjs.org/require-directory/-/require-directory-2.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
require-from-string,2.0.2,transitive,https://registry.npmjs.org/require-from-string/-/require-from-string-2.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
resedit,1.7.2,transitive,https://registry.npmjs.org/resedit/-/resedit-1.7.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
resolve-alpn,1.2.1,transitive,https://registry.npmjs.org/resolve-alpn/-/resolve-alpn-1.2.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
responselike,2.0.1,transitive,https://registry.npmjs.org/responselike/-/responselike-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
retry,0.12.0,transitive,https://registry.npmjs.org/retry/-/retry-0.12.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
rimraf,2.6.3,transitive,https://registry.npmjs.org/rimraf/-/rimraf-2.6.3.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
roarr,2.15.4,transitive,https://registry.npmjs.org/roarr/-/roarr-2.15.4.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
rollup,4.62.4,transitive,https://registry.npmjs.org/rollup/-/rollup-4.62.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
safe-buffer,5.1.2,transitive,https://registry.npmjs.org/safe-buffer/-/safe-buffer-5.1.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
sanitize-filename,1.6.4,transitive,https://registry.npmjs.org/sanitize-filename/-/sanitize-filename-1.6.4.tgz,WTFPL OR ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
sax,1.6.1,transitive,https://registry.npmjs.org/sax/-/sax-1.6.1.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
scheduler,0.27.0,transitive,https://registry.npmjs.org/scheduler/-/scheduler-0.27.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
scikit-learn,1.9.0,direct-runtime,https://files.pythonhosted.org/packages/a2/d5/6a58eea2cb9abbb9b3f2bb8b2cfb3243d1152d69f442d256c7af71304769/scikit_learn-1.9.0-cp314-cp314-win_amd64.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
scipy,1.18.0,direct-runtime,https://files.pythonhosted.org/packages/93/3e/902d836831474b0ab5a37d16404f7bc5fafd9efba632890e271ba952635f/scipy-1.18.0-cp314-cp314-win_amd64.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
semver,5.7.2,transitive,https://registry.npmjs.org/semver/-/semver-5.7.2.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,6.3.1,transitive,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,6.3.1,transitive,https://registry.npmjs.org/semver/-/semver-6.3.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.7.4,transitive,https://registry.npmjs.org/semver/-/semver-7.7.4.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver,7.8.5,transitive,https://registry.npmjs.org/semver/-/semver-7.8.5.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
semver-compare,1.0.0,transitive,https://registry.npmjs.org/semver-compare/-/semver-compare-1.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
serialize-error,7.0.1,transitive,https://registry.npmjs.org/serialize-error/-/serialize-error-7.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
shebang-command,2.0.0,transitive,https://registry.npmjs.org/shebang-command/-/shebang-command-2.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
shebang-regex,3.0.0,transitive,https://registry.npmjs.org/shebang-regex/-/shebang-regex-3.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
signal-exit,3.0.7,transitive,https://registry.npmjs.org/signal-exit/-/signal-exit-3.0.7.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
simple-update-notifier,2.0.0,transitive,https://registry.npmjs.org/simple-update-notifier/-/simple-update-notifier-2.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
six,1.17.0,transitive,https://files.pythonhosted.org/packages/b7/ce/149a00dd41f10bc29e5921b496af8b574d8413afcd5e30dfa0ed46c2cc5e/six-1.17.0-py2.py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
soupsieve,2.9.2,transitive,https://files.pythonhosted.org/packages/eb/dc/ad025c1ee131eba60c69f4dd5779b18fcf1e6b21a343e2162a84d5d133c7/soupsieve-2.9.2-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
source-map,0.6.1,transitive,https://registry.npmjs.org/source-map/-/source-map-0.6.1.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
source-map-js,1.2.1,transitive,https://registry.npmjs.org/source-map-js/-/source-map-js-1.2.1.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
source-map-support,0.5.21,transitive,https://registry.npmjs.org/source-map-support/-/source-map-support-0.5.21.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
sprintf-js,1.1.3,transitive,https://registry.npmjs.org/sprintf-js/-/sprintf-js-1.1.3.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
stat-mode,1.0.0,transitive,https://registry.npmjs.org/stat-mode/-/stat-mode-1.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
string_decoder,1.1.1,transitive,https://registry.npmjs.org/string_decoder/-/string_decoder-1.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
string-width,4.2.3,transitive,https://registry.npmjs.org/string-width/-/string-width-4.2.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
strip-ansi,6.0.1,transitive,https://registry.npmjs.org/strip-ansi/-/strip-ansi-6.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
stubborn-fs,2.0.0,transitive,https://registry.npmjs.org/stubborn-fs/-/stubborn-fs-2.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
stubborn-utils,1.0.2,transitive,https://registry.npmjs.org/stubborn-utils/-/stubborn-utils-1.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
sumchecker,3.0.1,transitive,https://registry.npmjs.org/sumchecker/-/sumchecker-3.0.1.tgz,Apache-2.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
supports-color,7.2.0,transitive,https://registry.npmjs.org/supports-color/-/supports-color-7.2.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tabulate,0.10.0,transitive,https://files.pythonhosted.org/packages/99/55/db07de81b5c630da5cbf5c7df646580ca26dfaefa593667fc6f2fe016d2e/tabulate-0.10.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
tar,7.5.22,transitive,https://registry.npmjs.org/tar/-/tar-7.5.22.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
temp,0.9.4,transitive,https://registry.npmjs.org/temp/-/temp-0.9.4.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
temp-file,3.4.0,transitive,https://registry.npmjs.org/temp-file/-/temp-file-3.4.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
threadpoolctl,3.6.0,direct-runtime,https://files.pythonhosted.org/packages/32/d5/f9a850d79b0851d1d4ef6456097579a9005b31fea68726a4ae5f2d82ddd9/threadpoolctl-3.6.0-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
tiny-async-pool,1.3.0,transitive,https://registry.npmjs.org/tiny-async-pool/-/tiny-async-pool-1.3.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tinyglobby,0.2.17,transitive,https://registry.npmjs.org/tinyglobby/-/tinyglobby-0.2.17.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tmp,0.2.7,transitive,https://registry.npmjs.org/tmp/-/tmp-0.2.7.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tmp-promise,3.0.3,transitive,https://registry.npmjs.org/tmp-promise/-/tmp-promise-3.0.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tqdm,4.70.0,transitive,https://files.pythonhosted.org/packages/f9/1c/01bfd571a64e7f270e6bab5e33777debe0edc56759233ce84f27dec92d14/tqdm-4.70.0-py3-none-any.whl,MPL-2.0 AND MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
truncate-utf8-bytes,1.0.2,transitive,https://registry.npmjs.org/truncate-utf8-bytes/-/truncate-utf8-bytes-1.0.2.tgz,WTFPL,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
truststore,0.10.4,transitive,https://files.pythonhosted.org/packages/19/97/56608b2249fe206a67cd573bc93cd9896e1efb9e98bce9c163bcdc704b88/truststore-0.10.4-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
tslib,2.3.0,transitive,https://registry.npmjs.org/tslib/-/tslib-2.3.0.tgz,0BSD,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tslib,2.3.0,transitive,https://registry.npmjs.org/tslib/-/tslib-2.3.0.tgz,0BSD,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
tslib,2.8.1,transitive,https://registry.npmjs.org/tslib/-/tslib-2.8.1.tgz,0BSD,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
type-fest,0.13.1,transitive,https://registry.npmjs.org/type-fest/-/type-fest-0.13.1.tgz,(MIT OR CC0-1.0),Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
type-fest,4.41.0,transitive,https://registry.npmjs.org/type-fest/-/type-fest-4.41.0.tgz,(MIT OR CC0-1.0),Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
type-fest,4.41.0,transitive,https://registry.npmjs.org/type-fest/-/type-fest-4.41.0.tgz,(MIT OR CC0-1.0),Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
typescript,5.9.3,direct-development,https://registry.npmjs.org/typescript/-/typescript-5.9.3.tgz,Apache-2.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
typing_extensions,4.16.0,transitive,https://files.pythonhosted.org/packages/49/d3/b8441a820a491ddfc024b0b0cf0393375b75ea13866d9c66727e54c2fc80/typing_extensions-4.16.0-py3-none-any.whl,PSF-2.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
typing-inspection,0.4.4,transitive,https://files.pythonhosted.org/packages/67/81/4add07e5172b7ac40d8ed5ff580409a7801a4fe26d529bdd915401dabfbe/typing_inspection-0.4.4-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
tzdata,2025.3,direct-runtime,https://files.pythonhosted.org/packages/c7/b0/003792df09decd6849a5e39c28b513c06e84436a54440380862b5aeff25d/tzdata-2025.3-py2.py3-none-any.whl,Apache-2.0,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
uint8array-extras,1.5.0,transitive,https://registry.npmjs.org/uint8array-extras/-/uint8array-extras-1.5.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
undici,6.28.0,transitive,https://registry.npmjs.org/undici/-/undici-6.28.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
undici-types,6.21.0,transitive,https://registry.npmjs.org/undici-types/-/undici-types-6.21.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,0.1.2,transitive,https://registry.npmjs.org/universalify/-/universalify-0.1.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
universalify,2.0.1,transitive,https://registry.npmjs.org/universalify/-/universalify-2.0.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
unzipper,0.12.5,transitive,https://registry.npmjs.org/unzipper/-/unzipper-0.12.5.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
urllib3,2.7.0,transitive,https://files.pythonhosted.org/packages/7f/3e/5db95bcf282c52709639744ca2a8b149baccf648e39c8cc87553df9eae0c/urllib3-2.7.0-py3-none-any.whl,MIT,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
use-callback-ref,1.3.3,transitive,https://registry.npmjs.org/use-callback-ref/-/use-callback-ref-1.3.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
use-sidecar,1.1.3,transitive,https://registry.npmjs.org/use-sidecar/-/use-sidecar-1.1.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
use-sync-external-store,1.6.0,transitive,https://registry.npmjs.org/use-sync-external-store/-/use-sync-external-store-1.6.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
utf8-byte-length,1.0.5,transitive,https://registry.npmjs.org/utf8-byte-length/-/utf8-byte-length-1.0.5.tgz,(WTFPL OR MIT),Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
util-deprecate,1.0.2,transitive,https://registry.npmjs.org/util-deprecate/-/util-deprecate-1.0.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
vite,6.4.3,direct-development,https://registry.npmjs.org/vite/-/vite-6.4.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
webcrypto-core,1.9.2,transitive,https://registry.npmjs.org/webcrypto-core/-/webcrypto-core-1.9.2.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
webencodings,0.6.1,transitive,https://files.pythonhosted.org/packages/77/c6/040cbc72480d789a5f40d63fb484d3106554c4dfa2d2b70ad5022057750f/webencodings-0.6.1-py3-none-any.whl,BSD-3-Clause,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
when-exit,2.1.5,transitive,https://registry.npmjs.org/when-exit/-/when-exit-2.1.5.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
which,2.0.2,transitive,https://registry.npmjs.org/which/-/which-2.0.2.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
which,5.0.0,transitive,https://registry.npmjs.org/which/-/which-5.0.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
which,6.0.1,transitive,https://registry.npmjs.org/which/-/which-6.0.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
wrap-ansi,7.0.0,transitive,https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-7.0.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
wrappy,1.0.2,transitive,https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
xlrd,2.0.2,transitive,https://files.pythonhosted.org/packages/1a/62/c8d562e7766786ba6587d09c5a8ba9f718ed3fa8af7f4553e8f91c36f302/xlrd-2.0.2-py2.py3-none-any.whl,BSD,Retain applicable upstream Python license and notice obligations; review package license files before redistribution.,Python 3.14.5 win_amd64 packaged backend runtime
xmlbuilder,15.1.1,transitive,https://registry.npmjs.org/xmlbuilder/-/xmlbuilder-15.1.1.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
y18n,5.0.8,transitive,https://registry.npmjs.org/y18n/-/y18n-5.0.8.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yallist,4.0.0,transitive,https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yallist,5.0.0,transitive,https://registry.npmjs.org/yallist/-/yallist-5.0.0.tgz,BlueOak-1.0.0,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yargs,17.7.3,transitive,https://registry.npmjs.org/yargs/-/yargs-17.7.3.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yargs-parser,21.1.1,transitive,https://registry.npmjs.org/yargs-parser/-/yargs-parser-21.1.1.tgz,ISC,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yauzl,2.10.0,transitive,https://registry.npmjs.org/yauzl/-/yauzl-2.10.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
yocto-queue,0.1.0,transitive,https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
zrender,6.1.0,transitive,https://registry.npmjs.org/zrender/-/zrender-6.1.0.tgz,BSD-3-Clause,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
zustand,4.5.7,direct-runtime,https://registry.npmjs.org/zustand/-/zustand-4.5.7.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
zustand,5.0.14,direct-runtime,https://registry.npmjs.org/zustand/-/zustand-5.0.14.tgz,MIT,Retain applicable upstream license and notice obligations; review package source before redistribution.,none declared in package-lock
